,use_multi_rate,mean_loss,beta,lr
0,False,2.04349035301289,1.0,0.01
0,False,0.9866144113902804,1.0,0.003
0,False,0.9853491420987286,1.0,0.001
0,False,0.9849676950068412,1.0,0.0003
0,False,0.9849621578107906,1.0,0.0001
0,False,0.9851098649109465,1.0,3e-05
0,False,0.9853106201449527,1.0,1e-05
